,delivery_partner,vehicle_type,delivery_mode,distance_km,package_weight_kg,delivery_cost
19830,fedex,scooter,standard,52.1,6.12,997.4357010855965
19831,ekart,van,express,166.6,1.45,19546.534721759857
19832,dhl,bike,express,229.3,40.8,25582.79545538796
19833,shadowfax,bike,express,96.1,47.23,12765.601347304782
19834,ekart,bike,standard,283.2,25.34,2902.706698138094
19835,dhl,van,standard,90.2,42.69,19175.296744806845
19836,dhl,ev van,express,293.6,20.91,70831.51692639665
19837,delhivery,truck,express,33.0,47.86,104472.8220570561
19838,amazon logistics,bike,express,17.7,39.33,7294.0753966717975
19839,ecom express,bike,express,147.2,41.9,36273.39990903813
19840,fedex,bike,express,7.9,10.05,2213.741354639951
19841,blue dart,bike,express,238.1,33.67,38432.58358783778
19842,shadowfax,truck,express,218.5,49.52,108438.42417389042
19843,fedex,ev bike,express,3.9,45.48,4457.258929782083
19844,fedex,van,standard,27.7,47.51,11326.448376130907
19845,shadowfax,van,express,137.8,49.12,62639.924890516566
19846,xpressbees,truck,express,291.5,20.34,255692.61609122626
19847,delhivery,van,express,248.1,9.59,98493.04778410577
19848,delhivery,ev bike,standard,108.4,12.73,1904.7559532110295
19849,delhivery,ev bike,express,94.7,27.28,7572.308713856721
19850,blue dart,ev van,express,218.8,38.05,93301.63100449377
19851,ecom express,bike,express,91.9,18.49,21120.869454178926
19852,xpressbees,van,standard,211.2,10.76,32153.643109365912
19853,shadowfax,ev van,standard,13.5,0.91,544.5214417897241
19854,xpressbees,ev bike,express,247.6,16.2,17292.79374565237
19855,delhivery,ev bike,standard,56.4,11.51,1255.434864345703
19856,blue dart,van,express,109.7,46.94,99811.87446207523
19857,amazon logistics,van,standard,214.5,45.53,20771.319587834714
19858,fedex,ev bike,standard,66.3,14.49,996.2015076220855
19859,fedex,van,express,297.1,17.94,87060.0061605871
19860,xpressbees,van,standard,103.8,13.68,19434.925222557493
19861,delhivery,van,express,169.6,17.22,84917.33967639848
19862,amazon logistics,bike,standard,258.1,19.81,5357.490281284089
19863,xpressbees,ev bike,standard,292.1,11.38,4962.699207266191
19864,dhl,ev van,express,271.4,2.69,59780.89831784562
19865,fedex,bike,express,274.0,38.96,25339.636672481087
19866,delhivery,van,standard,218.5,10.36,24446.310239543236
19867,blue dart,ev bike,standard,31.2,42.6,2365.7385321498764
19868,ekart,bike,standard,73.3,46.91,1640.441076679066
19869,amazon logistics,scooter,express,203.2,28.31,12964.924804148382
19870,blue dart,ev van,express,196.4,27.38,75535.27943868922
19871,ekart,ev bike,express,190.9,10.37,3554.2368514328236
19872,blue dart,ev van,standard,38.5,21.86,7725.22699894698
19873,ekart,ev van,standard,78.7,22.75,3140.795510615508
19874,delhivery,ev bike,express,188.1,40.45,14165.952745283417
19875,ekart,scooter,standard,141.2,17.84,1130.7997484996745
19876,xpressbees,ev van,standard,190.9,16.46,21030.257138294786
19877,xpressbees,van,express,75.5,49.3,111880.7263366536
19878,dhl,truck,standard,160.7,27.38,32775.6340082948
19879,xpressbees,truck,standard,9.1,36.73,24495.752533804654
19880,shadowfax,truck,express,14.9,32.2,34448.44091548959
19881,ecom express,truck,express,91.8,31.23,142320.18785912383
19882,amazon logistics,ev bike,express,4.7,26.77,2511.4526743297374
19883,ekart,bike,standard,121.5,10.72,1413.2464220653023
19884,shadowfax,van,standard,95.4,13.39,8222.862553594934
19885,amazon logistics,truck,express,150.1,44.32,94388.60902782535
19886,ekart,truck,standard,29.1,31.43,6808.761987648896
19887,shadowfax,ev bike,express,135.8,37.07,5954.17459772393
19888,dhl,van,express,51.3,47.19,58107.143179950166
19889,ekart,ev van,standard,131.5,11.68,3404.7692340440226
19890,blue dart,bike,standard,60.6,49.52,6785.1605740582845
19891,delhivery,ev bike,express,199.0,14.69,10904.953107388425
19892,xpressbees,scooter,standard,59.4,11.88,2407.2496819213993
19893,amazon logistics,truck,standard,11.1,8.15,3366.1763283707505
19894,shadowfax,bike,standard,294.2,36.1,5239.841892204035
19895,ekart,scooter,standard,208.8,29.07,1923.8139538550522
19896,delhivery,van,standard,232.8,47.64,42953.43746135134
19897,shadowfax,bike,standard,16.2,10.97,639.6219540025946
19898,blue dart,scooter,standard,198.0,16.93,6145.282886917658
19899,fedex,truck,express,159.8,9.85,71754.80464566845
19900,ecom express,bike,express,276.0,17.6,46381.8478481143
19901,delhivery,truck,express,209.1,19.42,147053.85068564423
19902,shadowfax,van,standard,62.5,1.41,4119.225690267974
19903,ecom express,ev van,standard,49.1,14.63,8840.884523478471
19904,dhl,truck,express,68.8,42.55,99399.60027233759
19905,amazon logistics,van,express,182.7,5.96,42464.97941080465
19906,amazon logistics,ev bike,standard,133.9,37.54,1911.6485667535774
19907,fedex,scooter,express,287.2,7.18,15291.771424391041
19908,ekart,truck,standard,225.8,34.41,17539.855070130336
19909,xpressbees,scooter,express,36.7,8.57,5743.7075598883375
19910,shadowfax,van,standard,285.2,35.8,20792.59580110933
19911,fedex,van,standard,227.5,11.45,20365.001414902294
19912,blue dart,truck,express,9.3,1.42,7914.546087512886
19913,xpressbees,scooter,standard,270.9,20.66,7772.706645094001
19914,blue dart,truck,standard,197.3,6.56,41723.54797089305
19915,blue dart,scooter,standard,111.1,4.03,2889.951141971913
19916,delhivery,scooter,express,17.7,33.26,8151.986892876284
19917,fedex,bike,standard,241.3,29.02,6469.400822066599
19918,blue dart,van,standard,64.7,36.99,19829.450248380443
19919,dhl,van,standard,141.9,4.33,12893.146440093882
19920,ekart,ev bike,express,286.6,12.41,4395.018351120013
19921,fedex,van,standard,228.2,30.26,21788.14613481691
19922,xpressbees,truck,express,167.2,41.38,188559.09615939655
19923,fedex,ev van,standard,113.9,20.19,8416.457095190652
19924,shadowfax,truck,standard,198.4,23.75,23101.57358157085
19925,blue dart,ev van,standard,180.6,17.26,18246.959070260054
19926,blue dart,truck,standard,74.3,36.96,33722.87851506739
19927,ecom express,scooter,express,240.7,4.02,27945.52168806142
19928,shadowfax,van,standard,36.7,44.07,9533.263911767903
19929,delhivery,ev bike,express,64.2,46.01,9576.117559283972
19930,shadowfax,bike,standard,44.0,14.77,1365.007146025043
19931,delhivery,van,standard,182.8,37.68,32347.622377992648
19932,delhivery,truck,express,11.8,23.9,45768.55881134318
19933,dhl,ev van,standard,287.1,19.83,18011.631413780196
19934,shadowfax,ev van,express,187.7,8.93,27315.399173853766
19935,shadowfax,truck,express,270.2,49.11,129272.90799954947
19936,amazon logistics,scooter,express,37.7,37.4,6031.729889118756
19937,blue dart,scooter,standard,63.8,42.19,3955.1250889653843
19938,blue dart,truck,express,226.4,27.1,188930.73244003192
19939,fedex,scooter,standard,253.4,26.75,4603.746355915156
19940,amazon logistics,ev bike,standard,81.4,42.63,1582.6611437927702
19941,xpressbees,ev van,express,217.2,21.35,90031.47673926945
19942,xpressbees,scooter,standard,253.5,49.07,10057.64607087918
19943,delhivery,ev van,express,91.1,34.42,45423.72285038877
19944,amazon logistics,bike,standard,105.5,27.35,2851.6521784814827
19945,ecom express,van,express,123.1,43.88,133542.34655241645
19946,shadowfax,van,express,228.4,11.13,53514.965286136
19947,dhl,truck,express,107.3,2.39,54668.08996837006
19948,shadowfax,van,standard,32.9,20.17,4948.747117489014
19949,shadowfax,truck,standard,168.5,8.32,17057.442968000967
19950,ecom express,bike,express,17.2,6.54,5000.248565443053
19951,delhivery,ev bike,express,167.9,2.32,7507.662640146786
19952,fedex,ev van,express,90.3,43.29,35317.05757784491
19953,xpressbees,van,standard,206.9,22.33,38895.63768577757
19954,dhl,ev van,express,55.9,15.35,20687.15446442399
19955,amazon logistics,bike,standard,224.5,45.42,6082.897866906101
19956,delhivery,ev bike,express,278.6,14.11,14741.577015558853
19957,delhivery,scooter,express,223.2,1.4,14921.645752794786
19958,amazon logistics,ev bike,express,90.9,35.01,5468.718673180638
19959,blue dart,truck,standard,163.6,8.67,32400.98450816584
19960,dhl,bike,express,251.8,44.17,31720.664294934562
19961,ekart,van,standard,236.7,38.73,11775.509149336618
19962,xpressbees,van,standard,17.6,5.01,4772.502677142924
19963,delhivery,ev bike,standard,19.4,44.25,2109.82240807256
19964,dhl,bike,express,34.1,11.51,5258.935148662592
19965,ecom express,ev van,standard,138.2,0.81,13150.4801220156
19966,dhl,bike,express,54.9,9.43,6962.589635387889
19967,shadowfax,scooter,standard,210.6,11.9,2687.578830952669
19968,ecom express,bike,standard,269.4,19.07,11988.728979923219
19969,shadowfax,ev van,standard,7.6,12.93,1831.9058677989906
19970,xpressbees,truck,standard,223.3,31.88,68061.31119670164
19971,ecom express,ev bike,standard,12.2,19.46,1384.3744979159476
19972,shadowfax,ev bike,express,24.2,22.62,2133.8587919052275
19973,amazon logistics,truck,express,130.5,34.08,81038.36493653496
19974,fedex,scooter,express,297.1,27.72,17573.075572881266
19975,amazon logistics,bike,standard,89.8,11.77,2071.809362462593
19976,shadowfax,van,express,154.1,43.95,58692.08727596235
19977,dhl,van,standard,293.3,2.98,27984.707070105083
19978,shadowfax,van,express,189.2,27.98,53750.8325248466
19979,dhl,ev van,standard,109.8,19.98,9559.403836674648
19980,dhl,bike,standard,98.9,39.62,4928.916895228154
19981,ekart,truck,express,85.3,49.52,39214.61221587693
19982,fedex,bike,express,25.6,29.6,6963.534055447083
19983,dhl,truck,standard,32.1,21.08,12854.964598071158
19984,shadowfax,ev bike,standard,219.5,25.26,2290.8366700165125
19985,dhl,bike,express,167.3,24.42,19105.985328359056
19986,fedex,van,standard,39.6,36.74,10921.053612996275
19987,blue dart,scooter,standard,121.4,0.67,2552.670612994172
19988,dhl,van,express,71.0,41.32,61783.1618358368
19989,dhl,van,express,126.5,24.45,66637.0061027725
19990,ecom express,van,express,187.5,25.68,132526.50703858727
19991,fedex,truck,standard,37.9,41.72,19234.460810053795
19992,delhivery,scooter,standard,216.0,1.67,4194.318639556666
19993,ekart,ev van,express,12.7,46.18,10922.493256200678
19994,xpressbees,ev van,express,4.2,3.18,3641.748493209105
19995,blue dart,van,express,254.3,20.37,145321.89275014034
19996,blue dart,ev van,express,214.1,45.84,92875.84708590832
19997,dhl,scooter,standard,26.1,45.25,2509.527904521814
19998,dhl,scooter,standard,19.2,15.95,1183.1922625280213
19999,fedex,scooter,standard,248.6,3.53,3414.6716806102195
20000,delhivery,ev bike,standard,27.9,30.35,1483.7598820311366
20001,xpressbees,bike,express,223.5,36.66,42848.94449314622
20002,blue dart,scooter,standard,187.6,45.27,7595.155193934041
20003,xpressbees,bike,express,252.5,1.94,27669.49486574638
20004,shadowfax,van,standard,136.5,14.86,10935.471188072019
20005,blue dart,scooter,standard,173.8,40.03,6650.294725139679
20006,fedex,ev bike,standard,42.2,40.03,1566.764346344642
20007,delhivery,ev bike,express,265.5,28.98,17119.42513235292
20008,xpressbees,ev van,express,108.8,3.31,32130.43888516397
20009,ekart,van,express,68.8,29.42,20055.49316903545
20010,dhl,truck,express,9.9,41.29,59434.58080700677
20011,blue dart,ev van,express,136.5,1.23,39055.535639962996
20012,dhl,ev bike,standard,3.6,10.76,430.6081636137447
20013,dhl,ev van,express,185.7,42.47,65641.39887932151
20014,ekart,ev van,standard,221.8,11.87,5040.461907953973
20015,ecom express,bike,express,34.5,3.09,5796.141168626618
20016,ekart,scooter,express,140.3,36.01,5001.245730840401
20017,blue dart,ev bike,express,138.6,38.78,12616.05927314748
20018,fedex,bike,standard,41.8,20.1,1701.8608970396722
20019,ekart,bike,standard,153.4,36.12,2275.004212903932
20020,fedex,bike,standard,197.9,28.66,5123.17460287365
20021,xpressbees,bike,standard,211.3,12.47,8437.983748090364
20022,delhivery,truck,standard,39.4,20.92,16933.036630192662
20023,fedex,scooter,standard,218.8,30.6,3925.686892276832
20024,delhivery,ev van,standard,199.2,42.51,22272.50052913381
20025,delhivery,bike,standard,46.2,12.13,2115.1409806895654
20026,delhivery,van,standard,60.2,6.68,7923.755945480757
20027,blue dart,truck,express,97.5,43.45,136134.30704149
20028,dhl,van,express,220.6,47.63,125533.02304205619
20029,ecom express,ev bike,express,99.1,2.8,6520.346843799761
20030,ecom express,ev van,express,227.2,48.12,120037.48310595813
20031,delhivery,truck,express,201.3,37.15,159016.72300668337
20032,ecom express,truck,express,219.5,46.17,314549.32441786455
20033,shadowfax,truck,express,23.2,1.44,8799.46668069123
20034,fedex,ev van,standard,133.4,47.12,12057.117665467114
20035,amazon logistics,ev bike,express,52.1,9.22,2207.119207476954
20036,fedex,bike,standard,24.4,4.14,618.473913505455
20037,ekart,ev bike,standard,88.9,43.08,969.8341507957073
20038,fedex,bike,standard,192.8,39.83,5758.300378482482
20039,xpressbees,ev van,standard,217.7,22.48,24824.21795707488
20040,xpressbees,scooter,standard,271.9,42.42,9828.5001934394
20041,blue dart,ev bike,standard,216.2,44.21,5191.631349595056
20042,ecom express,ev bike,express,26.3,0.67,1884.4984116208313
20043,ekart,van,express,212.4,3.26,25570.468208511702
20044,amazon logistics,ev van,standard,26.3,29.36,4149.663878690429
20045,ekart,truck,standard,249.1,2.3,13363.18216135156
20046,delhivery,van,standard,12.2,32.05,11453.820733046574
20047,ecom express,van,standard,165.5,17.34,33263.07702734684
20048,shadowfax,scooter,express,246.1,25.26,13193.911184016119
20049,blue dart,bike,express,109.7,45.87,24412.7844646824
20050,delhivery,ev van,express,125.5,37.23,58500.89375311961
20051,blue dart,ev bike,standard,197.8,18.12,3650.0356962040714
20052,blue dart,ev bike,express,97.3,45.1,12642.362458872287
20053,ecom express,ev van,express,284.0,24.22,114212.69415270133
20054,blue dart,truck,express,60.2,19.16,77492.43098041411
20055,blue dart,ev van,express,12.2,47.02,43217.28481920357
20056,amazon logistics,ev van,standard,282.1,1.24,10707.839501851859
20057,amazon logistics,scooter,express,139.0,27.58,8747.97888691859
20058,blue dart,van,standard,243.0,46.83,41937.92925562875
20059,shadowfax,bike,express,201.9,46.76,16664.25371910724
20060,fedex,ev bike,express,235.0,7.96,7665.92218454213
20061,shadowfax,bike,standard,106.6,40.99,3255.5406501841453
20062,ekart,ev bike,express,284.0,18.81,4819.310718615569
20063,xpressbees,ev bike,standard,80.3,38.56,3492.8009438729637
20064,amazon logistics,van,standard,187.5,0.67,11063.991097172435
20065,xpressbees,truck,standard,159.2,1.44,33669.547262297776
20066,ecom express,ev van,standard,20.3,10.58,5363.248635156047
20067,delhivery,ev bike,express,244.4,28.89,14645.337618749652
20068,shadowfax,van,express,28.3,47.05,32799.850716743356
20069,ecom express,ev van,express,231.2,40.72,118401.2444717147
20070,fedex,bike,express,135.3,9.02,9471.51455892099
20071,ecom express,scooter,express,206.8,9.44,25296.08150530917
20072,dhl,scooter,standard,117.0,44.4,4234.770349187153
20073,ecom express,van,standard,199.8,37.14,49546.584128158436
20074,ecom express,ev bike,standard,191.9,29.0,4887.094369085609
20075,shadowfax,ev bike,express,120.4,2.62,3377.5479925932086
20076,xpressbees,bike,express,256.2,7.54,29924.422595798755
20077,fedex,scooter,standard,283.6,28.61,5180.750024856023
20078,ekart,ev bike,express,284.2,42.29,5979.810148783595
20079,fedex,truck,standard,242.4,32.46,34938.96802400835
20080,ecom express,scooter,standard,53.6,24.83,3761.638495014625
20081,delhivery,van,standard,289.5,45.93,47528.90804997179
20082,blue dart,truck,standard,173.3,2.69,32831.79524730857
20083,fedex,truck,standard,65.3,7.28,8532.808330308539
20084,dhl,ev bike,standard,178.7,11.79,2324.961168106114
20085,shadowfax,ev van,express,181.8,0.67,22385.674538553514
20086,dhl,ev bike,express,129.8,22.35,7286.232843380263
20087,shadowfax,bike,express,34.0,19.67,4543.591603947309
20088,delhivery,van,standard,199.9,7.11,23706.785296855607
20089,ekart,van,standard,51.5,3.06,1928.3979854332547
20090,xpressbees,truck,standard,79.1,4.23,18562.126665773867
20091,fedex,ev van,express,237.1,22.78,51714.60663182162
20092,xpressbees,van,express,200.1,36.06,131651.7823180805
20093,shadowfax,van,standard,46.0,7.3,4142.746785051365
20094,ekart,ev van,express,170.2,37.1,20188.71766214381
20095,dhl,ev bike,standard,79.6,8.6,1248.2302658831106
20096,ecom express,van,standard,216.8,28.87,44425.86992835783
20097,ecom express,ev van,standard,105.6,16.12,14024.905785240739
20098,delhivery,scooter,express,60.5,5.93,5349.76122872972
20099,xpressbees,scooter,standard,102.5,37.37,5447.510593710316
20100,fedex,bike,express,263.7,24.9,21609.637093515954
20101,delhivery,bike,express,15.3,24.2,8818.32453043555
20102,shadowfax,ev van,standard,219.7,23.64,11176.579690915005
20103,delhivery,bike,standard,280.1,12.15,8429.025965141689
20104,ekart,ev bike,standard,77.8,18.91,586.8304613656293
20105,xpressbees,bike,standard,49.6,29.53,4330.77763601106
20106,amazon logistics,scooter,express,281.5,0.78,11782.153142419027
20107,dhl,van,express,122.7,49.52,84812.4732043406
20108,amazon logistics,scooter,standard,62.7,4.57,928.3007044151838
20109,amazon logistics,bike,express,95.3,46.96,13519.137018942603
20110,fedex,ev van,express,155.7,49.02,46120.06405244586
20111,blue dart,van,standard,125.8,48.6,31067.688694636934
20112,shadowfax,van,standard,159.5,45.42,17214.835134276647
20113,delhivery,ev bike,express,116.9,31.46,8857.475580270118
20114,ecom express,ev van,express,159.6,14.43,62740.02528711761
20115,dhl,scooter,standard,271.0,18.6,5059.622167898753
20116,xpressbees,van,express,246.0,42.53,163422.04644378438
20117,xpressbees,van,express,179.1,10.28,94769.92336341509
20118,fedex,scooter,standard,127.0,5.37,1978.812606198916
20119,ecom express,bike,standard,254.6,6.94,9584.502845437082
20120,amazon logistics,ev van,express,106.9,45.91,36543.46492434018
20121,amazon logistics,ev bike,express,264.2,23.54,8810.751387551805
20122,delhivery,ev bike,standard,57.3,46.66,2432.5551689209015
20123,fedex,scooter,standard,81.7,29.7,2238.7710792375765
20124,ecom express,truck,standard,180.5,21.57,57783.356212124
20125,amazon logistics,bike,standard,209.9,13.59,4122.523631101226
20126,fedex,bike,standard,276.1,17.1,6240.083606931018
20127,delhivery,ev van,standard,127.9,16.67,12488.740916994935
20128,ekart,scooter,standard,124.0,14.17,980.9814740393462
20129,shadowfax,ev bike,express,21.2,7.83,1122.7892645184218
20130,shadowfax,scooter,express,203.9,8.27,8264.771360673747
20131,ecom express,truck,standard,235.7,27.22,78805.22060305496
20132,delhivery,truck,express,4.0,34.96,62181.281597412126
20133,dhl,ev bike,express,192.7,1.24,7633.42750678156
20134,ekart,ev van,express,90.4,17.96,9999.477570366349
20135,ecom express,van,express,225.0,14.54,136383.0895238682
20136,blue dart,ev van,standard,22.3,29.4,8848.117453281333
20137,blue dart,scooter,express,148.0,34.43,21698.98937091402
20138,ekart,ev van,express,261.7,36.32,27775.39416512909
20139,delhivery,van,standard,294.4,27.83,39788.538253673636
20140,shadowfax,ev van,express,216.4,15.94,31400.220606129325
20141,fedex,ev bike,express,26.3,46.99,4778.916124889247
20142,shadowfax,truck,express,163.2,14.85,68026.37218163344
20143,ecom express,ev van,express,158.8,21.87,77489.08499650031
20144,dhl,ev bike,express,147.1,32.79,9535.87479748385
20145,ekart,truck,standard,141.5,32.05,12227.703842907222
20146,dhl,scooter,standard,7.3,26.38,1556.8289295096547
20147,amazon logistics,van,express,206.3,12.45,55286.530094334885
20148,fedex,bike,express,180.5,47.24,19271.036059605554
20149,blue dart,ev bike,standard,164.8,17.76,3525.699365873895
20150,xpressbees,truck,standard,214.6,35.12,61560.691992333064
20151,xpressbees,ev bike,express,166.1,20.51,14242.362476649065
20152,ekart,truck,standard,128.6,9.22,7152.9730265091275
20153,shadowfax,scooter,express,101.0,10.22,4854.952630046244
20154,shadowfax,ev van,standard,119.3,14.03,6251.070092680982
20155,blue dart,van,express,156.0,5.96,76786.18681435043
20156,delhivery,ev bike,express,112.9,32.28,10512.985575620767
20157,xpressbees,bike,standard,132.7,44.62,9694.292711075677
20158,shadowfax,truck,express,191.9,31.17,92277.84706436648
20159,xpressbees,van,standard,166.7,38.81,37048.73498625875
20160,dhl,ev van,standard,131.4,21.39,11324.313430292177
20161,fedex,ev bike,standard,261.5,14.29,2978.2252514349384
20162,ecom express,ev van,standard,103.5,10.15,12055.806457012466
20163,ekart,scooter,standard,81.2,31.44,1050.9144505974948
20164,shadowfax,truck,standard,102.7,1.1,8776.38122051607
20165,blue dart,truck,standard,187.8,6.26,40659.01964163484
20166,delhivery,scooter,standard,3.6,39.21,2172.610306046935
20167,ecom express,scooter,express,109.9,40.03,25077.900485983297
20168,blue dart,ev bike,express,14.2,34.71,5730.319691926716
20169,shadowfax,bike,express,236.6,12.62,13367.604655888039
20170,fedex,van,express,111.3,22.3,42410.38865977246
20171,amazon logistics,ev bike,standard,49.8,7.08,575.7797615184426
20172,fedex,ev van,express,149.5,30.55,37250.347883241375
20173,xpressbees,truck,standard,110.1,26.96,40860.523406959925
20174,ecom express,ev bike,standard,278.1,43.55,8342.634461614063
20175,amazon logistics,ev bike,standard,201.1,38.32,2487.680879060197
20176,xpressbees,scooter,express,143.7,13.46,14619.447149372885
20177,blue dart,ev bike,express,290.6,3.79,16660.957658439707
20178,blue dart,ev bike,express,219.5,23.98,16000.395369623664
20179,fedex,ev bike,express,59.2,34.85,5305.074061893458
20180,shadowfax,truck,express,139.9,19.18,59079.13229059846
20181,xpressbees,bike,standard,150.7,49.52,9847.727338467746
20182,amazon logistics,bike,standard,274.6,29.77,5812.360964346953
20183,delhivery,truck,standard,167.4,47.0,45153.25337287789
20184,blue dart,scooter,standard,206.2,44.71,7591.6277110004985
20185,blue dart,van,standard,49.9,26.38,15804.815645485742
20186,fedex,van,express,122.2,45.23,69107.51631722813
20187,shadowfax,ev bike,express,55.2,24.69,3374.8713394063197
20188,blue dart,van,express,135.4,39.96,116347.5654006246
20189,amazon logistics,truck,standard,261.2,26.68,30000.85599144827
20190,ekart,van,express,256.5,41.38,46238.135275714274
20191,shadowfax,bike,express,46.2,35.21,7780.103538809181
20192,xpressbees,ev bike,standard,124.9,17.75,3123.331096565417
20193,delhivery,truck,express,285.9,15.64,170731.2040468203
20194,amazon logistics,scooter,standard,39.1,38.72,1735.9859837228155
20195,ecom express,ev bike,express,48.3,48.17,11831.84248862277
20196,ecom express,bike,standard,28.5,19.61,3558.5586466882087
20197,blue dart,scooter,standard,157.0,42.8,6233.371781097521
20198,dhl,scooter,standard,297.1,28.89,6913.850092471588
20199,ekart,truck,standard,266.5,44.88,21285.593059482635
20200,fedex,ev van,express,68.2,47.09,34605.4540227511
20201,ecom express,ev van,express,242.3,40.47,112317.22137127022
20202,xpressbees,bike,express,9.2,6.38,3352.271868394453
20203,xpressbees,bike,express,180.7,25.47,27293.34440921497
20204,dhl,ev bike,standard,262.0,46.55,4991.969610821229
20205,ecom express,truck,express,106.9,28.9,160563.51912683542
20206,ecom express,van,standard,116.9,5.2,18702.147497488648
20207,amazon logistics,ev van,express,196.2,30.73,36942.93269098249
20208,amazon logistics,scooter,standard,262.3,46.5,4282.050403520637
20209,shadowfax,bike,express,163.2,23.74,12942.480701366605
20210,delhivery,van,express,281.9,42.83,145871.94311576957
20211,ekart,scooter,express,176.3,1.14,3771.207325473
20212,xpressbees,scooter,express,103.9,31.47,16611.614712225935
20213,ekart,truck,express,253.3,49.04,76490.32561163318
20214,blue dart,scooter,express,244.9,6.87,20909.796516231785
20215,ecom express,truck,standard,194.0,26.37,59902.16148914173
20216,fedex,truck,express,42.1,5.21,20374.083495562227
20217,amazon logistics,ev bike,express,3.6,20.92,1883.3456710652908
20218,ekart,ev van,express,16.5,36.84,8623.097155091209
20219,dhl,truck,standard,76.3,43.2,28893.995069925826
20220,dhl,scooter,standard,72.2,43.66,3613.2971089734842
20221,dhl,truck,standard,185.6,39.28,40180.43630808215
20222,dhl,van,standard,130.0,42.91,22820.79692195474
20223,ekart,van,standard,8.8,23.41,2893.2759427618184
20224,amazon logistics,van,standard,259.9,39.79,21776.257484114627
20225,ekart,bike,standard,178.5,39.58,2639.3913596127827
20226,dhl,scooter,standard,118.3,29.2,3483.019622271153
20227,amazon logistics,truck,express,116.6,1.49,42504.131314746366
20228,dhl,bike,express,32.6,13.85,5503.330643319719
20229,delhivery,bike,standard,153.9,24.86,5932.075855496434
20230,delhivery,truck,standard,297.1,34.58,58490.16965065153
20231,dhl,ev van,standard,156.9,4.27,10584.52594606885
20232,shadowfax,scooter,standard,5.4,17.69,586.5542117448462
20233,ecom express,bike,standard,186.3,16.97,8613.763517309817
20234,blue dart,van,express,3.6,7.21,11191.515335199434
20235,fedex,bike,express,273.7,22.46,21749.335057851866
20236,ekart,ev van,express,155.3,37.41,17762.69982217612
20237,fedex,ev bike,express,207.5,49.52,10500.138698479257
20238,dhl,bike,standard,262.5,41.01,9247.234299525739
20239,ekart,bike,standard,235.7,42.64,3204.6699545857778
20240,delhivery,truck,express,163.9,18.69,119297.08398917192
20241,delhivery,van,express,121.7,40.35,89021.28850989575
20242,fedex,ev bike,standard,277.3,33.59,3116.6685006279763
20243,ekart,ev van,express,7.9,16.59,3967.826153835178
20244,ekart,van,standard,122.4,19.95,6231.0741308384095
20245,delhivery,ev bike,express,150.3,39.72,13529.06232448979
20246,delhivery,scooter,standard,261.5,10.54,5698.796384854114
20247,blue dart,scooter,standard,50.5,36.85,3516.979386114643
20248,dhl,ev van,express,210.1,26.16,56493.00459271307
20249,blue dart,scooter,express,200.8,8.65,16113.236100409444
20250,ekart,bike,express,287.9,21.06,10992.965254435656
20251,ekart,truck,express,260.7,31.8,66290.29907547327
20252,ekart,truck,standard,145.8,26.92,12215.13195680453
20253,delhivery,van,standard,28.5,0.67,3482.4494054852407
20254,blue dart,bike,express,252.2,41.05,35736.19515427307
20255,ecom express,bike,express,75.0,36.38,23147.615293608058
20256,xpressbees,ev bike,standard,226.5,15.06,4329.839304239645
20257,blue dart,bike,express,169.0,29.66,24696.92810145133
20258,ekart,scooter,express,15.4,32.87,2323.9132202165006
20259,dhl,ev bike,express,3.6,10.91,1370.019796951037
20260,ecom express,van,express,39.0,27.96,67734.5570080188
20261,amazon logistics,van,express,82.6,6.17,23265.158862199427
20262,xpressbees,ev van,express,83.0,31.88,54472.488805370085
20263,delhivery,ev bike,standard,67.2,43.21,2376.054844035672
20264,fedex,ev bike,express,261.1,4.58,9255.17545950908
20265,fedex,scooter,express,160.6,46.87,12887.56059813454
20266,shadowfax,scooter,standard,35.9,8.27,710.4938632811336
20267,amazon logistics,truck,express,32.1,23.54,36694.26750453185
20268,ekart,ev van,express,177.7,16.08,16716.343220616127
20269,shadowfax,truck,standard,202.3,7.43,20330.83784995714
20270,ekart,ev bike,standard,214.4,18.96,1212.1786540067983
20271,blue dart,scooter,express,196.4,19.04,18802.297397750142
20272,ekart,van,standard,190.5,48.58,10719.12450599555
20273,xpressbees,truck,express,234.8,28.74,235327.426321767
20274,dhl,truck,express,24.4,14.85,33286.99838038135
20275,xpressbees,bike,express,195.7,4.75,24377.14165864865
20276,xpressbees,van,standard,55.7,36.06,21844.492502067333
20277,dhl,ev van,express,59.6,47.49,41883.551150515836
20278,ecom express,truck,standard,232.6,2.23,58629.9963580722
20279,delhivery,ev bike,standard,297.1,48.91,6294.9259438854615
20280,ecom express,ev bike,express,96.7,2.97,7640.453156829956
20281,delhivery,scooter,standard,155.4,23.02,4506.865440677394
20282,dhl,scooter,express,210.8,38.21,19277.752905189664
20283,amazon logistics,truck,express,284.5,49.03,130224.94987081569
20284,xpressbees,van,standard,194.2,4.37,27707.213196181732
20285,ekart,ev van,standard,212.1,42.91,6667.500776141154
20286,amazon logistics,scooter,express,86.4,18.16,5647.392474794702
20287,blue dart,van,standard,112.0,44.28,28379.309320777385
20288,xpressbees,bike,express,269.5,49.19,48115.04157456466
20289,fedex,van,standard,13.5,22.89,5341.497335440065
20290,blue dart,truck,express,167.2,46.68,179834.5268546974
20291,ecom express,ev bike,express,41.8,25.45,8387.217673147692
20292,xpressbees,ev van,standard,14.0,18.26,5400.899924858125
